"","Submission ID","user_id","Weight"
"1","4550371176087552","4969640598700032","0.282"
"2","4563561607856128","6303504038363136","1.311"
"3","4659999595560960","6163765557723136","0.371"
"4","4676509013639168","5328650145366016","0.282"
"5","4691638606364672","6257483470864384","0.495"
"6","4789691266891776","4723259405500416","0.282"
"7","4818488435408896","4893830365839360","0.495"
"8","4847318520823808","4705415183728640","1.311"
"9","4849645352910848","5059669186576384","0.495"
"10","4874987975213056","6568865094696960","0.282"
"11","4914025436282880","4538792405630976","0.495"
"12","4930768426762240","5248375587602432","0.282"
"13","5044143181791232","6343631984918528","0.495"
"14","5074070513909760","5061068112789504","0.526"
"15","5173282110963712","5630420008566784","0.282"
"16","5228833989722112","6435253636562944","0.495"
"17","5356191480545280","5042821615321088","1.311"
"18","5397219323412480","6450927549284352","1.311"
"19","5413760685309952","6727210841669632","0.282"
"20","5440951217291264","6496497044553728","0.371"
"21","5463649377058816","4855016259846144","0.371"
"22","5607933807951872","4937412179132416","0.371"
"23","5658654519590912","6549529084821504","1.311"
"24","5706404254711808","5523509925904384","0.282"
"25","5726238061363200","5132701817110528","1.311"
"26","5730256154263552","4508251564277760","0.282"
"27","5742720954662912","5011914720280576","1.311"
"28","5763160553029632","6737943730061312","0.495"
"29","5779828733902848","5109588685488128","0.282"
"30","5793235491094528","4557868511264768","1.311"
"31","5858029283835904","5740692287258624","0.282"
"32","5987480084676608","5770857906176000","1"
"33","5991163337900032","5498822252560384","1.311"
"34","6010059751161856","4853603366600704","0.371"
"35","6052048123199488","6689007366045696","0.371"
"36","6135261235511296","6172574980243456","0.282"
"37","6181990009929728","5810239316951040","1"
"38","6187317111554048","6591945452027904","1.311"
"39","6292204608552960","6208373834645504","0.495"
"40","6326404728487936","4541173654618112","0.282"
"41","6356825159761920","4783457994276864","1.311"
"42","6357207562846208","6159215174090752","0.282"
"43","6357601273774080","4830626650521600","0.282"
"44","6372324086120448","4822394456506368","1.311"
"45","6383670768959488","5966492383051776","0.526"
"46","6397175991631872","5666381190922240","1.311"
"47","6436709588533248","6553503103975424","0.282"
"48","6467526683525120","5265223402127360","0.495"
"49","6500998672285696","5412845488177152","0.371"
"50","6664124449423360","4579928293769216","1.311"
"51","4515557882462208","6369786095992832","0.282"
"52","4536491234295808","4584925436313600","1.311"
"53","4621849816989696","5797058924773376","1.311"
"54","4623177465200640","5052107821154304","1.311"
"55","4626936450777088","6405262433583104","0.371"
"56","4691900700033024","4595761908809728","0.282"
"57","4720860288778240","5824687888924672","1.311"
"58","4722602652991488","4888613708627968","1.311"
"59","4803608940642304","4922437129732096","0.735"
"60","4830065402314752","5322795391909888","1.311"
"61","4850851601186816","5149671090290688","1.311"
"62","4863688251801600","5894607867740160","0.371"
"63","4887059718995968","5298149426724864","0.282"
"64","4898489952370688","5180639306055680","1.311"
"65","4955021201113088","5420227463217152","0.495"
"66","5010392657690624","5657215730712576","0.282"
"67","5150368342999040","4794217742991360","1.311"
"68","5271564904562688","5496633916391424","1.311"
"69","5382448108797952","4801328370155520","0.495"
"70","5412000084262912","6662393300779008","0.735"
"71","5415480568053760","5298118070108160","0.371"
"72","5532143137325056","6271572181254144","0.282"
"73","5685039158001664","5706884844879872","1.311"
"74","5685620018774016","6685009013112832","0.371"
"75","5733710343962624","5919776434814976","1.3109999999999999"
"76","5913675349884928","6455120828301312","0.371"
"77","5954617595396096","5506732372787200","0.371"
"78","5962896480403456","6629647763898368","0.371"
"79","5985266582683648","4591435700764672","1.311"
"80","5985283192127488","5098566960545792","0.282"
"81","5996691917111296","6528665660424192","0.735"
"82","6096116970684416","6560689146298368","0.282"
"83","6113320025980928","4528340181712896","0.495"
"84","6171571912441856","5740086050947072","0.526"
"85","6282910836195328","6054860445974528","0.282"
"86","6286668727058432","5401187990634496","1.3109999999999999"
"87","6322781420257280","5703275092639744","0.735"
"88","6391859761643520","6551101737533440","0.495"
"89","6398353752195072","5650327809556480","0.526"
"90","6473781749743616","4929806865793024","1.311"
"91","6560727440293888","5419248177119232","0.282"
"92","6580546969534464","5915200338526208","1.210"
"93","6606254999601152","4699397622595584","1.311"
"94","6641480475869184","6392376590598144","1.210"
"95","6686210110783488","5098696170274816","0.526"
