"","Submission ID","user_id","Weight"
"1","4507552365412352","5984098665889792","1.241"
"2","4526603783372800","4722623540625408","0.0028"
"3","4586458565050368","5113915999256576","0.833"
"4","4617440445857792","6265696707936256","0.833"
"5","4672908941852672","5684179812220928","1.241"
"6","4689535833997312","4538720087441408","1.241"
"7","4693729550794752","5933506269282304","0.081"
"8","4719226691256320","6192783799615488","0.833"
"9","4740416566722560","4867484046589952","0.833"
"10","4745370140409856","4826011993374720","1.241"
"11","4803708798631936","5216342043787264","0.833"
"12","4840620099895296","6106841571131392","0.833"
"13","4844002923511808","5691542736470016","0.833"
"14","4850199101702144","4875282747228160","0.833"
"15","4890005194145792","4979669548662784","2.688"
"16","4960502518906880","5762813520248832","0.833"
"17","4994386589646848","6107991984832512","0.833"
"18","5010160326803456","5410089729785856","0.833"
"19","5022580332036096","6624917379350528","1.241"
"20","5032346097811456","5007683391586304","1.241"
"21","5040442195050496","5470319666790400","0.678"
"22","5060816899145728","6075994263781376","0.833"
"23","5083094827401216","5993491468648448","1.241"
"24","5124778827186176","5292880240050176","0.833"
"25","5150058031611904","4933882244497408","1.241"
"26","5167975477542912","6099937661288448","0.833"
"27","5267236013735936","6552350089805824","0.833"
"28","5373999203483648","6646234702675968","0.222"
"29","5387832705941504","5820158443257856","0.091"
"30","5413215274795008","6147595240734720","0.546"
"31","5436658565251072","5432945542430720","1.241"
"32","5451132068167680","4989035452301312","0.833"
"33","5457521234673664","6394126088273920","0.833"
"34","5465493012742144","5020476408856576","0.833"
"35","5513852616441856","6476605568843776","1.241"
"36","5514767981346816","6630364387475456","0.833"
"37","5515598705197056","5570582272540672","0.833"
"38","5520968337063936","6752433473323008","1.241"
"39","5534996136460288","4591178415341568","0.546"
"40","5591641705152512","6116399690022912","1.241"
"41","5592477697048576","6007594037280768","0.0028"
"42","5623923635650560","5686748269772800","1.241"
"43","5635704881938432","5143733188952064","1.241"
"44","5662736617570304","4507660610437120","1.241"
"45","5690923045093376","4714034552373248","1.241"
"46","5698755790372864","6636431171387392","1.241"
"47","5736183276240896","6393535340216320","1.241"
"48","5793945536430080","6501180429828096","1.241"
"49","5842689875247104","6589674916151296","1.241"
"50","5854153461727232","6573703476019200","0.833"
"51","5901150805819392","6531405210451968","1.241"
"52","6069398717333504","5328456278867968","0.833"
"53","6070252895731712","5018858843537408","1.241"
"54","6120783034974208","4685933987758080","0.833"
"55","6133504325451776","4971625477570560","0.833"
"56","6226603697504256","5311080908980224","1.241"
"57","6234409548906496","6162369559134208","1.241"
"58","6260868829151232","6323633526669312","0.833"
"59","6276805154308096","5911203162357760","1.241"
"60","6351881065201664","6434708469317632","0.833"
"61","6369386328489984","5196929865351168","0.546"
"62","6436215348527104","5003622245728256","0.833"
"63","6472573353984000","5924051638550528","0.833"
"64","6549095947436032","4976503688003584","0.833"
"65","6553050622459904","5604003865427968","1.241"
"66","6557689187139584","4848265182052352","1.241"
"67","6566569971548160","5427621916049408","1.241"
"68","6613447660535808","6742187044241408","0.833"
"69","6635929113198592","5502969236422656","0.833"
"70","6674166150070272","5728280809832448","0.833"
"71","6680953540575232","5517150748672000","0.0099"
"72","6725698509864960","5451670285975552","0.833"
"73","6755227265662976","6566301536092160","1.241"
"74","4520156462841856","5231850986143744","0.83299999999999996"
"75","4620982619471872","6331048561475584","0.83299999999999996"
"76","4689040839016448","6628313213435904","0.83299999999999996"
"77","4765543618576384","4623080761327616","1.241"
"78","4858594672246784","6143628786532352","0.83299999999999996"
"79","4873430294593536","4919806009278464","1"
"80","4908314438402048","5419559092486144","1.241"
"81","4975948966133760","5848715468472320","0.83299999999999996"
"82","5010883022159872","6076352162168832","0.83299999999999996"
"83","5023541179973632","5755860887011328","1.241"
"84","5078150263078912","5121423367208960","0.83299999999999996"
"85","5160540134178816","5221521514299392","0.83299999999999996"
"86","5231864508579840","6380909212467200","0.83299999999999996"
"87","5259613688299520","5752797360291840","0.83299999999999996"
"88","5261601654177792","5230539082039296","0.83299999999999996"
"89","5324188521594880","6406597696815104","1.241"
"90","5357601857208320","5795310027407360","0.83299999999999996"
"91","5428371711066112","6172024544952320","1.241"
"92","5472140430934016","6661464698650624","0.83299999999999996"
"93","5551796018479104","6563359630032896","1.241"
"94","5569647848718336","6454710132015104","1.241"
"95","5582093355319296","5075857572626432","0.83299999999999996"
"96","5600708347559936","5745386615209984","0.83299999999999996"
"97","5645053884891136","5185147365490688","0.83299999999999996"
"98","5657554722750464","5502048645414912","0.83299999999999996"
"99","5739975262601216","6106850639216640","1.241"
"100","5775826008932352","5801233139892224","0.83299999999999996"
"101","5795659295490048","5926571879170048","0.83299999999999996"
"102","5799241902194688","5366238900649984","0.83299999999999996"
"103","5807184957669376","5347622005768192","0.83299999999999996"
"104","5833641989767168","5216511701811200","1.241"
"105","5879867246379008","6163893173616640","1.241"
"106","5880767159468032","4795068784050176","0.83299999999999996"
"107","5887334516785152","5203917010108416","1.241"
"108","5897072801480704","5866542763081728","0.83299999999999996"
"109","6012338013208576","5585246062641152","1.241"
"110","6017481622421504","4611757865172992","0.83299999999999996"
"111","6061444303683584","5923047182958592","0.83299999999999996"
"112","6070760339406848","4570462836490240","1.241"
"113","6174734451212288","5356379670577152","0.83299999999999996"
"114","6178946539061248","6023278712586240","0.0028"
"115","6212433895751680","5778548716208128","0.83299999999999996"
"116","6218845778608128","5108212384137216","0.83299999999999996"
"117","6235807426543616","6205083977515008","0.83299999999999996"
"118","6254854348210176","5575679814926336","1.241"
"119","6286934700457984","5210469658001408","0.83299999999999996"
"120","6332738781839360","5859426664972288","0.83299999999999996"
"121","6364644097392640","4689396759789568","1.241"
"122","6374000062889984","6003148049874944","1.241"
"123","6417381195513856","6560752466132992","0.83299999999999996"
"124","6445315058827264","5772021120892928","0.83299999999999996"
"125","6480298154655744","6645617085644800","1.241"
"126","6499273404055552","5208876191055872","1.241"
"127","6509979616673792","6027149081837568","0.83299999999999996"
"128","6643406399602688","6700667235205120","1.241"
"129","6692702708826112","4924396826001408","0.83299999999999996"
"130","6699211094228992","5511364681138176","0.83299999999999996"
"131","6739330719285248","6589025167867904","1.241"
"132","6747630089273344","4727866865745920","1.241"
