"","Submission ID","user_id","Weight"
"1","4504048007643136","5829621866823680","0.071"
"2","4504931764273152","5704048867803136","0.196"
"3","4508456120483840","4539497744957440","0.071"
"4","4562149268258816","5435027115212800","2.168"
"5","4599212873089024","5001057177174016","1.623"
"6","4608761206145024","5948968446722048","1.623"
"7","4617896148598784","5564514205171712","1.623"
"8","4658005724102656","5562263399563264","1.623"
"9","4678196667351040","4780470936797184","1.623"
"10","4684945403150336","5785427156664320","2.168"
"11","4688859896741888","5212281884901376","1.623"
"12","4696713076670464","4936873410822144","1.623"
"13","4748028137963520","5975439180038144","1.623"
"14","4754411063345152","4797673765601280","2.168"
"15","4756704642990080","5989920254722048","0.071"
"16","4760877874806784","5247747616407552","1.623"
"17","4765236259979264","5373336755109888","0.071"
"18","4772306648563712","5293910260449280","0.071"
"19","4783333440225280","6623194209583104","2.168"
"20","4812280043405312","6048102757957632","2.168"
"21","4825224705736704","5042853122932736","2.168"
"22","4828535454433280","6650005054816256","1.623"
"23","4843524336648192","5526945052491776","1.623"
"24","4854828338249728","5665515696291840","1.623"
"25","4857062492995584","5263597904330752","2.168"
"26","4889396785184768","5188026968571904","2.168"
"27","4892187809284096","5646028901711872","2.168"
"28","4903024682860544","5112317273178112","1.623"
"29","4909232353443840","6428614179160064","0.071"
"30","4910311128432640","6199933510877184","2.168"
"31","4937959275757568","5997818490388480","2.168"
"32","4950706755469312","6135303044333568","1"
"33","5003701769732096","4625098249601024","2.168"
"34","5005339964211200","6568579951755264","1.623"
"35","5017769029140480","5388512082526208","1.623"
"36","5047694515765248","4736029307961344","0.196"
"37","5095662807678976","6374679825350656","2.168"
"38","5096113007493120","6681336530862080","2.168"
"39","5156281724436480","5954246584041472","0.251"
"40","5171052284739584","5573062398050304","0.071"
"41","5193164521209856","5067502334509056","2.168"
"42","5214758878576640","5199473593286656","1.623"
"43","5215483788525568","5093679623307264","1.623"
"44","5221917649534976","5285886993104896","1.623"
"45","5290802818056192","6154739482624000","2.168"
"46","5312535352573952","6097416567390208","1.623"
"47","5324472207540224","5890623757090816","1.623"
"48","5358316851822592","4797374392958976","2.168"
"49","5361519555248128","6406781316890624","1.623"
"50","5366175803113472","4736029307961344","0.196"
"51","5373834199564288","6400343798448128","0.251"
"52","5456502488563712","6124810875437056","0.071"
"53","5477416143945728","5606027966545920","0.071"
"54","5490250697408512","6686541326581760","1.623"
"55","5503336019918848","5083171549609984","2.168"
"56","5539626111205376","5537467890139136","1.623"
"57","5591717689163776","5156538078724096","2.168"
"58","5600195954606080","5737782782459904","0.196"
"59","5611229775921152","6583990627336192","1.623"
"60","5643898656129024","6026670100971520","0.071"
"61","5647986441584640","6702840526143488","1.623"
"62","5658988084199424","6408282944831488","0.071"
"63","5664358605258752","4875144103985152","1.623"
"64","5725925367611392","4887519381159936","2.168"
"65","5759927784833024","5266916323885056","2.168"
"66","5781881191399424","6290192080830464","0.071"
"67","5839595972067328","6538697915498496","1.623"
"68","5854019462103040","5484290725642240","0.071"
"69","5897594992328704","5728533033517056","1.623"
"70","5977324953272320","4559912496267264","1.623"
"71","6025462409854976","6176085134540800","2.168"
"72","6039546211598336","6137965756284928","2.168"
"73","6043158933405696","5132357582192640","0.071"
"74","6044414372478976","5742434466922496","0.071"
"75","6060341973483520","6685315381854208","1.623"
"76","6103241432236032","4526277634293760","0.071"
"77","6132850550898688","4781907779518464","1.623"
"78","6188867695411200","5071300268392448","2.168"
"79","6208768661258240","6408556614778880","1.623"
"80","6209364101431296","5788548859691008","0.251"
"81","6228197549801472","6568526631141376","0.071"
"82","6245136867262464","4591276562055168","0.196"
